pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
3vw1,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.67,96.595,1644.9,5.4914,86.194,0,5,4955,1093,1189,124,554,122,131,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3vw2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.75,81.93,1405.7,1.8453,56.831,0,2,3879,871,833,92,210,42,44,5,739,173,147,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3vx3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.82,134,1682.6,9.7122,0,13.168,6,1728,385,603,10,848,176,279,5,1690,415,660,10,0,0,0,0,348,93,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3w07,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.38,106.25,1550.6,11.209,5.5597,10.366,4,1779,498,632,13,393,117,141,2,1605,442,597,11,0,0,0,0,167,43,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3w37,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.18,130.63,1961.2,9.8657,13.367,10.454,9,3618,875,1369,33,198,52,65,2,2270,554,892,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3w5n,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.87,87.375,782.57,6.2651,16.568,4.908,0,1032,256,355,12,0,0,0,0,833,202,291,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3w9k,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.32,65.519,1057.8,0.4218,75.448,0,11,2447,559,658,11,0,0,0,0,193,52,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3w9r,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.18,62.19,1178.3,3.5919,53.644,0.31596,2,2603,636,835,13,0,0,0,0,667,152,220,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wgg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.4,195.27,2465.8,9.9412,18.156,6.6478,11,3068,811,1120,20,994,251,359,6,1891,541,749,13,0,0,0,0,266,81,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wha,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.32,130.23,1805.9,4.2939,39.343,0.89554,6,3059,804,1576,19,822,217,417,5,247,61,139,2,0,0,0,0,0,0,0,0,156,41,87,1,174,46,79,1,0,0,0,0,0,0,0,0
3wjw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.87,111.72,1597.6,9.189,11.788,10.121,4,2059,569,688,14,409,117,143,2,1645,448,572,10,0,0,0,0,164,43,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wmc,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.51,117.8,1078.1,6.3281,47.234,2.2637,6,1873,381,876,20,619,137,269,5,213,41,104,2,0,0,0,0,0,0,0,0,157,40,62,1,0,0,0,0,0,0,0,0,0,0,0,0
3wq5,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.85,131.38,1928.6,10.587,21.558,11.759,5,3619,785,1191,11,429,105,132,2,1697,379,564,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wq6,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.59,164.34,2521.5,11.143,41.308,11.832,10,4951,1090,1846,18,606,138,221,3,2055,458,749,4,0,0,0,0,0,0,0,0,160,31,69,1,0,0,0,0,0,0,0,0,0,0,0,0
3wqm,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.25,137.74,1352.2,6.7016,74.157,7.4871,4,2626,724,771,20,0,0,0,0,977,268,307,3,0,0,0,0,248,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wtj,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.53,89.763,1112.5,3.2944,12.673,0.10235,2,1881,458,578,30,694,164,218,12,0,0,0,0,0,0,0,0,0,0,0,0,165,37,54,3,172,43,48,3,0,0,0,0,0,0,0,0
3wtl,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.04,97.043,1135.9,2.8907,16.643,0,3,1848,439,584,30,707,158,222,12,307,63,99,6,0,0,0,0,0,0,0,0,0,0,0,0,183,42,50,3,0,0,0,0,0,0,0,0
3wtm,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,97.434,1100.6,3.2497,16.334,0,3,1782,435,534,30,682,162,195,12,285,63,85,6,0,0,0,0,0,0,0,0,0,0,0,0,173,41,47,3,0,0,0,0,0,0,0,0
3wtn,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.04,85.069,970.43,3.1807,15.782,2.0419,2,1685,409,564,27,730,177,246,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,40,50,3,0,0,0,0,0,0,0,0
3wto,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.92,92.585,981.45,3.725,17.847,1.8902,2,1598,413,542,27,679,171,227,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,41,50,3,0,0,0,0,0,0,0,0
3wvm,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.71,70.87,1291.1,2.55,66.946,2.7212,15,2872,745,1193,36,0,0,0,0,317,85,124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wz6,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.96,105.42,1698.1,5.315,64.133,4.2823,11,3397,750,1906,0,457,95,241,0,281,62,162,0,0,0,0,0,0,0,0,0,124,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0
3wz7,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.74,115.36,1839.1,4.7909,70.043,4.8595,11,3548,794,1675,0,570,120,264,0,279,55,133,0,0,0,0,0,0,0,0,0,127,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0
3wz8,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.82,142.39,1849.1,4.4503,59.877,3.0489,11,3400,753,2013,0,416,90,244,0,256,51,151,0,0,0,0,0,0,0,0,0,107,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0
3wzn,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,88.327,1190.6,4.9104,30.447,4.1246,4,1789,427,614,0,376,83,118,0,465,111,162,0,0,0,0,0,0,0,0,0,201,47,67,0,0,0,0,0,0,0,0,0,0,0,0,0
3x00,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.08,101.44,1371.3,4.6243,40.204,1.6748,12,2323,580,1054,0,633,155,252,0,211,53,112,0,0,0,0,0,0,0,0,0,189,45,79,0,0,0,0,0,0,0,0,0,0,0,0,0
3zbx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,8.22,133.28,1812.9,3.143,48.503,1.9566,3,3440,947,1350,80,1106,304,405,25,0,0,0,0,117,36,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zc5,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.13,138.6,1830.9,3.4141,57.838,1.8007,3,3542,958,1364,81,1221,347,477,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zcl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,8,117.69,1577,2.9543,46.405,2.8295,4,3115,848,1120,71,1294,357,456,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zdg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.1,78.688,891.25,3.0227,22.451,0.87602,6,1714,418,531,27,399,96,122,6,390,99,119,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zdh,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.35,78.01,973.13,2.2575,22.208,0.78556,5,1913,463,607,30,587,145,185,9,207,52,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zdv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.48,79.898,1103.1,6.217,4.4494,10.437,5,1244,407,875,0,104,30,63,0,603,198,416,0,0,0,0,0,0,0,0,0,80,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0
3zhx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.68,77.002,1262.8,8.2071,3.7903,8.2049,6,2115,653,1068,16,150,45,66,1,730,226,328,5,0,0,0,0,151,48,67,1,0,0,0,0,211,68,115,2,0,0,0,0,0,0,0,0
3zi0,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.4,68.032,1297.1,6.9837,11.176,7.0493,8,2366,737,1091,19,452,147,215,4,751,225,309,5,0,0,0,0,150,47,63,1,0,0,0,0,171,59,89,2,0,0,0,0,0,0,0,0
3zi8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.66,61.511,580.01,4.0064,5.6002,5.34,0,850,212,261,6,0,0,0,0,561,136,169,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zj6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.66,93.678,1264.7,5.6304,23.852,8.8785,4,2471,587,809,9,209,55,68,1,766,193,258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zk6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.34,119.43,1543.8,5.2012,67.127,1.55,13,3097,779,891,0,549,149,163,0,454,113,116,0,0,0,0,0,0,0,0,0,273,67,77,0,0,0,0,0,0,0,0,0,0,0,0,0
3zll,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.4,47.275,859.34,2.0075,21.031,0.66108,2,1646,409,505,21,495,119,146,6,457,110,144,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zln,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,8.47,150.54,1781.7,4.456,86.179,3.4515,3,3293,857,1195,0,581,164,227,0,214,55,70,0,0,0,0,0,0,0,0,0,173,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0
3zlr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,9.26,203.76,2370.3,7.7486,102.77,3.9488,9,4440,1133,1646,0,683,185,272,0,380,88,134,0,0,0,0,0,0,0,0,0,353,90,125,0,0,0,0,0,0,0,0,0,0,0,0,0
3zm9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.42,121.84,1972.8,3.2718,37.065,1.6819,10,4481,1118,1707,16,1121,293,381,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3znr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.44,127.88,1882.2,3.4353,74.595,0.54159,8,3704,1084,1059,26,649,191,195,6,409,114,110,3,548,157,158,6,0,0,0,0,120,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0
3zns,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.41,119.06,1885.1,3.4768,78.524,0.41686,8,3742,1088,1127,27,727,208,227,6,304,82,94,2,553,159,162,6,0,0,0,0,119,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0
3zps,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,8.3,151.16,2663.1,8.4928,64.029,5.016,19,5598,1598,2170,8,840,240,332,1,973,277,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,26,40,1,0,0,0,0
3zpu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,8.38,149.48,2699.8,6.3896,68.483,4.8624,12,5690,1610,2197,4,831,240,332,1,967,279,391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,40,1,0,0,0,0
3zq9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.02,107.4,1270.8,6.6853,3.1392,5.8372,4,1562,458,945,6,138,39,78,0,1129,321,682,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zqe,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.23,29.225,977.64,0.12252,23.829,0,3,2555,686,801,0,0,0,0,0,336,88,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zso,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,5.12,136.27,1779,10.526,33.103,4.2503,11,3752,1063,1448,43,207,63,85,2,769,215,304,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zsq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.96,123.62,1662.4,3.4843,31.67,4.8261,11,3471,986,1442,39,213,65,89,2,718,201,294,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zsx,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,3.28,95.869,1440.3,3.6201,32.79,4.8637,9,3099,888,1104,35,223,67,82,2,562,162,206,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zsy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,3.23,95.72,1379,4.1557,27.042,5.2785,8,2848,826,957,32,218,67,73,2,558,160,187,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zt2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,2.84,88.989,1281.4,2.8481,36.297,3.7203,1,2548,721,883,29,0,0,0,0,580,172,216,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zt3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,2.86,86,1272.5,2.7577,37.785,4.2887,1,2572,724,876,29,0,0,0,0,581,171,213,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zv7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.92,67.244,1002.2,2.8267,20.555,0.91154,0,2288,439,693,9,406,79,122,2,170,33,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zxz,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.4,141.75,1844.8,3.527,34.423,2.2172,5,3339,920,1261,79,1418,397,533,32,123,37,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zy2,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6.46,164.5,1816.7,8.8826,0,11.321,6,1820,494,657,20,864,243,317,10,1968,514,656,22,0,0,0,0,373,97,119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zy5,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6.64,177.04,2292.8,9.5652,6.0494,10.206,8,2681,757,880,35,835,245,260,10,2584,688,821,35,0,0,0,0,390,102,116,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zyf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.85,61.309,871.31,3.2236,1.5862,4.6926,4,1109,292,513,12,47,11,26,1,721,189,324,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zyu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7,82.785,1399.6,1.6605,53.664,0,4,3050,640,1192,60,612,127,233,11,411,85,155,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zze,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.89,114.01,1672.8,3.1988,56.679,2.5834,5,3230,897,1228,83,571,160,220,13,543,146,187,12,0,0,0,0,0,0,0,0,0,0,0,0,164,50,72,3,0,0,0,0,0,0,0,0
456c,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.77,111.49,1653.8,9.4787,37.221,6.3366,7,3035,712,778,17,167,41,47,1,901,215,244,4,0,0,0,0,0,0,0,0,149,38,43,1,152,33,36,1,0,0,0,0,0,0,0,0
4a4q,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,9.4,167.2,2889.7,7.2333,94.682,4.284,14,6366,1794,2597,9,791,225,339,1,964,271,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a4v,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.54,72.423,1262,1.5403,45.319,0.78829,7,3189,701,845,72,0,0,0,0,666,148,191,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a4w,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.72,104.56,1704,2.5112,78.2,0.81128,9,4587,1046,1259,105,0,0,0,0,651,147,193,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a6b,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.38,161.01,2842.1,7.5638,86.281,3.5573,15,6385,1783,2538,15,676,196,279,1,943,265,384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a6c,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.92,181.87,2814.3,6.2091,84.312,3.6572,15,6349,1776,2543,14,736,213,314,2,939,267,391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a6l,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8,126.88,1754.6,4.5297,64.672,3.3285,4,3504,969,1465,34,268,76,119,4,235,66,119,4,159,43,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a6s,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.2,47.482,818.87,4.8493,0.25854,7.1824,3,1262,334,524,16,0,0,0,0,535,140,211,5,0,0,0,0,0,0,0,0,93,26,40,1,0,0,0,0,0,0,0,0,0,0,0,0
4a7i,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.7,131.65,1361,4.1544,37.501,3.2742,8,2115,567,771,40,390,112,142,7,407,119,161,7,0,0,0,0,0,0,0,0,321,86,113,7,184,44,63,4,0,0,0,0,0,0,0,0
4a95,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.76,140.38,1380.6,6.7094,77.968,1,7,3362,754,1218,0,388,87,136,0,149,33,61,0,0,0,0,0,0,0,0,0,182,43,73,0,0,0,0,0,0,0,0,0,0,0,0,0
4aa1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,4.12,150.38,2355.7,9.5211,35.628,8.8387,13,4530,1244,1731,7,1246,351,483,2,838,241,326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ab9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.33,71.764,780.97,5.0727,4.0522,2.6822,1,1281,343,586,34,134,38,66,2,130,36,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4aba,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.82,68.57,746.37,8.7174,4,2.709,2,1000,273,455,23,277,73,124,5,0,0,0,0,0,0,0,0,0,0,0,0,250,66,120,6,0,0,0,0,0,0,0,0,0,0,0,0
4abb,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.51,65.566,700.32,2.1373,5.0885,1.9154,1,1207,320,503,34,147,39,60,2,0,0,0,0,0,0,0,0,0,0,0,0,140,37,61,4,0,0,0,0,0,0,0,0,0,0,0,0
4abd,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.4,75.797,813.02,12.74,6.5496,2.9128,2,1450,395,691,32,265,74,128,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4abe,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.4,79.977,803.6,11.45,4.9091,2.8802,2,1372,368,601,37,385,107,179,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4abf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.62,76.682,791.07,2.7468,4.9615,2.0269,1,1283,339,585,34,153,42,67,2,0,0,0,0,0,0,0,0,0,0,0,0,143,37,69,4,0,0,0,0,106,30,56,2,0,0,0,0
4abg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.57,69.636,829.58,2.8305,2.6019,3.0546,2,1486,389,638,33,349,93,153,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4abh,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.15,78.227,841.41,17.637,5.3904,2.9069,2,1435,387,735,31,258,71,136,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4acc,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.7,102.11,1634.2,2.8257,26.121,1.3621,9,3037,779,1052,25,1091,288,371,11,420,109,144,4,0,0,0,0,0,0,0,0,108,29,40,1,0,0,0,0,0,0,0,0,0,0,0,0
4aci,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,2.22,69.801,884.87,7.1233,6.6159,12.617,2,1017,295,336,11,0,0,0,0,1101,326,376,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ad2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.2,96.879,1261.7,8.1739,7.0853,6.6135,4,1903,460,778,0,175,40,70,0,1205,278,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ad3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.62,99.927,1329.7,7.6754,0,6.9738,4,1933,459,790,0,189,45,67,0,1405,327,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ad6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.78,112.98,895.9,6.9755,0,1.9574,2,977,248,391,0,688,176,280,0,277,66,106,0,0,0,0,0,0,0,0,0,105,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0
4afg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.3,76.06,1068.4,2.3697,39.542,1,0,2389,504,753,26,545,113,174,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
