pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
4crf,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.3,3943,1141,1452,109,564,166,210,14,604,189,226,15,0,0,0,0,0,0,0,0,0,0,0,0,162,40,57,5,0,0,0,0,0,0,0,0
4crl,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.71,4453,1231,1219,12,252,68,73,1,321,94,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cs9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1,890,270,384,30,527,167,208,15,352,99,155,15,0,0,0,0,34,9,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4csd,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.91,933,242,329,7,0,0,0,0,663,171,232,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4css,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.46,1867,507,896,0,37,8,17,0,928,239,397,0,0,0,0,0,0,0,0,0,39,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0
4cst,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.89,1882,506,882,0,35,8,15,0,870,227,372,0,0,0,0,0,0,0,0,0,0,0,0,0,100,28,51,0,0,0,0,0,0,0,0,0
4cu7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.59,1016,302,404,0,167,51,66,0,479,142,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cu8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.47,1037,305,373,0,169,51,62,0,649,185,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cwf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.49,2089,447,724,12,871,181,303,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cwn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.59,3086,734,1277,18,875,214,353,5,366,80,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cwo,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.21,2765,607,969,16,797,180,294,5,315,69,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cwp,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.77,2824,700,1123,17,865,215,333,5,367,80,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cwq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.06,2793,694,1251,17,951,244,423,6,547,136,252,4,0,0,0,0,0,0,0,0,102,31,57,1,0,0,0,0,0,0,0,0,0,0,0,0
4cwr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.3,2845,700,1165,17,881,220,349,5,360,77,126,2,151,39,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cws,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.92,3028,740,1263,19,980,241,400,6,434,100,173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cwt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.75,3238,765,1373,30,1077,233,449,12,436,107,190,4,191,37,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4czs,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2896,716,1645,6,403,101,254,0,1133,299,678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d1j,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.31,864,225,382,0,144,37,66,0,552,140,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d3h,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.43,2532,735,1116,24,1215,349,500,17,1508,442,692,9,0,0,0,0,254,79,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d4d,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.96,1812,421,926,12,160,36,73,1,1160,283,610,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d7b,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.68,2161,497,1033,21,141,33,66,2,672,162,327,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d8z,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.29,1462,408,479,20,853,229,260,10,529,153,173,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4da5,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.44,2683,609,966,8,175,40,61,2,160,40,58,0,0,0,0,0,0,0,0,0,320,72,121,0,241,54,99,0,0,0,0,0,0,0,0,0
4daf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.12,1336,366,424,18,828,217,248,10,521,144,173,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4db7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.56,1295,351,394,18,830,214,236,10,491,138,158,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dbm,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.62,3240,752,1133,60,777,179,284,14,259,63,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dcs,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.1,1030,312,342,8,550,157,182,4,1128,359,343,8,0,0,0,0,221,73,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ddh,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.3,1718,520,703,18,0,0,0,0,572,174,238,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ddk,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,2.29,1287,364,535,11,0,0,0,0,612,170,250,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ddm,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,2.46,1330,321,419,7,360,87,113,2,318,81,106,3,0,0,0,0,0,0,0,0,174,40,55,1,0,0,0,0,0,0,0,0,0,0,0,0
4dds,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.01,2077,659,1024,26,848,263,426,10,116,41,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ddy,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.62,1892,603,991,23,693,211,357,7,116,42,67,2,287,91,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4de0,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.89,1891,596,1075,23,918,279,516,10,116,38,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4de1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,5.96,1885,601,1029,23,870,263,477,10,119,41,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4de2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,4.12,2030,658,1175,25,776,238,424,9,116,41,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4de3,True,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.52,1809,580,962,22,689,210,352,7,121,41,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,32,54,1,0,0,0,0
4de5,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.15,1662,379,505,12,0,0,0,0,712,179,222,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4del,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.68,343,104,165,4,168,51,82,2,999,299,475,9,0,0,0,0,164,49,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4der,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.31,2356,565,834,24,0,0,0,0,720,171,241,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4des,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,5.85,2696,639,1025,21,0,0,0,0,683,158,250,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4det,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.68,2394,588,854,26,0,0,0,0,886,211,310,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4deu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.64,2402,595,993,0,0,0,0,0,738,180,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dew,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,7,2447,590,901,25,0,0,0,0,909,216,329,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dff,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.46,2469,544,770,36,413,90,126,6,322,67,88,4,0,0,0,0,0,0,0,0,115,22,40,2,0,0,0,0,0,0,0,0,0,0,0,0
4dfg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,11.74,4911,1359,2051,7,511,142,215,1,1408,379,601,0,0,0,0,0,0,0,0,0,186,48,83,0,0,0,0,0,0,0,0,0,0,0,0,0
4dhl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.48,1067,359,432,0,129,44,54,0,269,93,102,0,0,0,0,0,0,0,0,0,107,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0
4djo,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,11.52,4452,1229,1726,0,528,150,214,0,1188,317,476,0,0,0,0,0,0,0,0,0,184,49,78,0,261,71,102,1,0,0,0,0,0,0,0,0
4djp,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,10.55,4539,1278,1754,0,374,110,152,0,1355,365,515,0,0,0,0,0,0,0,0,0,180,48,74,0,0,0,0,0,0,0,0,0,0,0,0,0
4djq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,10.32,4530,1264,1824,3,657,183,267,0,1182,323,486,0,0,0,0,0,0,0,0,0,182,48,77,0,0,0,0,0,0,0,0,0,0,0,0,0
4djr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,11.52,4511,1253,1771,3,650,178,260,0,1019,278,415,0,0,0,0,0,0,0,0,0,322,85,135,1,0,0,0,0,0,0,0,0,0,0,0,0
4dju,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.44,2631,648,1055,0,499,127,206,0,147,37,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4djv,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,6.72,3699,950,1442,7,523,125,204,3,319,81,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4djw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.28,3362,857,1266,0,668,167,259,0,150,41,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4djx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.23,2943,765,1208,0,664,169,275,0,152,40,68,0,0,0,0,0,0,0,0,0,0,0,0,0,140,38,58,0,0,0,0,0,0,0,0,0
4djy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.27,3363,865,1291,8,655,162,252,3,151,39,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dko,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.52,2388,617,835,20,377,102,136,4,293,74,106,2,198,45,59,1,0,0,0,0,0,0,0,0,190,43,53,3,0,0,0,0,0,0,0,0
4dkp,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.72,2253,596,834,17,380,103,147,4,293,73,107,2,199,45,60,1,0,0,0,0,0,0,0,0,190,41,56,3,0,0,0,0,0,0,0,0
4dkq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.6,2376,672,986,20,540,157,245,6,292,79,119,2,191,44,61,2,0,0,0,0,0,0,0,0,194,42,56,3,0,0,0,0,0,0,0,0
4dkr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.52,2355,601,912,21,551,157,244,3,297,73,115,2,197,46,65,1,0,0,0,0,0,0,0,0,195,44,56,3,0,0,0,0,0,0,0,0
4dld,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.82,2267,540,901,44,374,89,144,7,1087,233,422,14,0,0,0,0,0,0,0,0,0,0,0,0,175,38,66,4,0,0,0,0,0,0,0,0
4dli,True,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.62,2678,660,864,15,639,161,216,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dmw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.94,1396,355,445,5,305,78,100,0,1676,456,547,10,0,0,0,0,273,73,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4do4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.29,1271,343,607,45,327,84,152,11,613,170,295,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4do5,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.83,881,238,434,36,151,40,70,6,567,153,280,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dq2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.52,3459,1088,1120,35,1205,372,384,11,1171,388,395,7,0,0,0,0,157,51,53,1,201,55,63,3,0,0,0,0,0,0,0,0,0,0,0,0
4dst,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,2.96,1255,322,460,8,174,47,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,60,86,1,0,0,0,0,0,0,0,0
4dsu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,2.82,949,231,306,7,243,60,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dsy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.43,1232,427,514,0,106,37,49,0,276,97,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4duh,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.18,2335,680,1047,24,609,182,269,9,350,104,151,3,0,0,0,0,0,0,0,0,305,91,126,4,0,0,0,0,0,0,0,0,0,0,0,0
4dv8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,9.24,3668,1009,1753,0,342,95,174,0,542,149,257,0,271,78,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dy6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.4,3259,855,1266,25,1643,407,627,16,2141,602,863,7,0,0,0,0,364,102,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dzy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.62,1670,422,425,2,0,0,0,0,339,87,93,1,0,0,0,0,0,0,0,0,0,0,0,0,182,48,47,1,0,0,0,0,0,0,0,0
4e0w,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,7.48,1899,481,660,27,192,49,67,2,748,174,244,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e0x,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.12,1864,459,815,27,187,47,80,2,738,167,307,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e1k,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.3,3141,758,1321,27,576,142,256,4,435,110,167,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e3g,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.97,1098,293,305,0,0,0,0,0,467,118,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e3h,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,7.05,1045,291,301,6,0,0,0,0,329,90,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e49,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,5.11,1100,313,316,6,0,0,0,0,347,97,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e4l,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.77,2682,726,996,15,861,232,315,5,256,82,113,2,0,0,0,0,0,0,0,0,142,42,61,1,0,0,0,0,0,0,0,0,0,0,0,0
4e4n,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,9.05,3030,797,1106,18,857,231,312,5,295,86,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e5w,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.66,3383,921,1394,18,991,264,396,6,147,42,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e67,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.48,3998,937,1220,25,953,226,312,9,1420,360,493,7,0,0,0,0,128,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e6d,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.92,2827,735,1068,26,1012,265,373,10,156,44,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e6q,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.36,3306,890,1059,30,850,228,268,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e70,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.28,1903,386,504,30,0,0,0,0,551,108,135,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e7r,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.7,4109,1029,1437,98,721,181,256,17,364,96,125,9,0,0,0,0,0,0,0,0,111,28,35,2,275,70,92,4,0,0,0,0,0,0,0,0
4e81,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,5.24,4638,1297,1740,47,1164,334,453,16,891,250,354,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e9u,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.82,2973,678,764,34,159,46,42,2,389,86,106,5,0,0,0,0,0,0,0,0,171,46,49,3,0,0,0,0,0,0,0,0,0,0,0,0
4ea1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,6.44,3701,883,1066,45,329,80,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ea2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.44,4145,966,1172,58,352,88,111,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4eb8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,9.82,2405,641,826,22,977,243,332,13,537,142,193,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ef6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,2.92,1603,464,650,16,0,0,0,0,573,172,234,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4efk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,2.49,1055,213,319,10,188,37,57,2,372,76,115,4,0,0,0,0,0,0,0,0,353,74,106,4,0,0,0,0,0,0,0,0,0,0,0,0
4efs,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,8.6,3544,869,1049,21,262,62,90,1,547,148,182,3,0,0,0,0,0,0,0,0,190,42,50,1,0,0,0,0,0,0,0,0,0,0,0,0
4egk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.72,2853,742,1139,25,0,0,0,0,949,253,367,9,0,0,0,0,0,0,0,0,0,0,0,0,170,42,59,1,0,0,0,0,0,0,0,0
4ehz,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8,2500,667,856,14,879,230,306,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ei4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.74,2624,676,795,15,686,175,207,4,146,40,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ej8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.39,696,184,191,9,90,23,23,1,137,36,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ejl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.14,949,224,209,11,103,26,23,1,130,36,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ek9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.42,2035,472,697,0,942,219,319,0,529,126,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4eky,True,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,3.52,2792,845,1152,8,375,121,158,0,1266,401,533,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
