pdbid,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
2xba,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,7.63,111.74,1566.8,4.7979,35.268,2.9001,24.944,310.56,1.801,3.3666,0,7,3077,770,1193,37,760,185,283,9,403,101,160,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xbp,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.02,180.56,2202.9,12.967,0,13.98,42.87,293.08,2.4882,0,0,8,1923,508,679,10,904,233,313,5,2242,696,972,4,0,0,0,0,512,167,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xbv,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,8.43,195.28,2037.2,6.6472,66.481,1.329,29.742,341.9,2.8795,13.7,0,9,3292,911,1533,58,719,210,339,12,371,105,183,5,331,114,173,7,0,0,0,0,0,0,0,0,184,45,70,4,0,0,0,0,0,0,0,0
2xbw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8,201.95,2056.9,5.8769,64.916,2.4724,24.17,328.24,3.5726,14.438,1.3652,8,3252,876,1465,58,610,191,299,10,548,170,282,9,126,37,61,3,0,0,0,0,92,33,53,2,174,43,66,4,0,0,0,0,0,0,0,0
2xbx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.82,191.79,2029.3,5.463,65.618,2.3798,28.504,328.54,3.7604,14.989,1.373,8,3244,870,1495,61,520,152,254,8,518,160,265,9,127,40,63,3,0,0,0,0,87,31,48,2,170,41,68,4,0,0,0,0,0,0,0,0
2xc0,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.72,186.25,2084.2,8.1438,55.878,1.6364,34.558,367.02,3.9352,16.736,0.051799,9,3321,917,1429,93,499,147,221,14,684,207,295,17,305,89,128,10,0,0,0,0,79,29,37,2,0,0,0,0,0,0,0,0,0,0,0,0
2xc4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.05,193.56,2122.9,6.1576,68.848,1.7392,34.994,339.06,4.5078,16.334,0,9,3313,929,1577,63,512,152,257,9,393,112,194,6,340,128,198,9,0,0,0,0,0,0,0,0,174,43,69,4,0,0,0,0,0,0,0,0
2xd9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.46,107.66,1327.2,6.2411,44.212,9.1943,8.7497,80.661,0.55035,1.5541,0,1,2252,642,788,24,0,0,0,0,892,246,305,7,0,0,0,0,0,0,0,0,195,54,65,2,0,0,0,0,0,0,0,0,0,0,0,0
2xda,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.22,112.87,1465.9,5.5295,50.943,9.1686,9.3953,98.248,0.41215,2.2216,0,3,2507,727,927,15,0,0,0,0,883,247,318,4,0,0,0,0,0,0,0,0,191,55,69,1,0,0,0,0,0,0,0,0,0,0,0,0
2xde,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.47,107.89,1314.6,3.0359,62.525,1.895,60.29,400.81,1.9806,46.581,0,8,2949,805,1296,39,283,81,134,3,193,54,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xdk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,3.6,69.816,875.4,2.992,15.095,0.89161,5.1361,35.495,0,0.95364,0,1,1412,370,624,9,623,160,271,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xdl,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,3.1,80.995,1168.5,2.4712,14.226,1.1429,13.76,64.699,1.0692,8.9938,0,4,2115,512,956,20,172,42,83,2,542,131,229,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xdx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.46,91.52,1060.9,3.4795,17.371,0.90726,12.367,63.676,1.1384,3.0779,0,2,1807,473,664,11,543,137,182,3,172,46,63,1,0,0,0,0,0,0,0,0,0,0,0,0,153,41,57,1,0,0,0,0,0,0,0,0
2xef,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,9.84,256.84,3547.7,13.693,32.014,11.966,73.268,693.75,6.2793,0,0,40,5424,1667,2460,5,1242,371,516,0,2780,851,1254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xeg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,10.7,229.05,3144,14.931,32.574,10.405,48.09,408.13,5.9334,0,0,28,4496,1365,2004,0,1260,375,533,0,2283,696,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xei,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,10.62,183.12,2872.7,12.138,27.806,9.952,42.141,360.1,6.054,0,0,22,4133,1254,1705,0,1215,365,506,0,2025,614,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xej,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,8.87,139.12,2344.5,9.7347,18.873,10.891,34.168,290.5,3.8533,0,0,25,3420,1047,1626,0,829,253,356,0,1699,516,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xg9,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,4.15,83.452,1291.5,7.1601,0,7.1858,29.526,149.55,0.59184,0,0,4,1915,550,844,46,144,37,62,5,1376,394,615,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xhm,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,6.8,147.37,2171.1,11.286,48.851,7.5604,75.896,484.7,2.8801,13.272,0,12,4122,1027,1808,0,540,139,242,0,1270,331,551,0,0,0,0,0,160,45,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xht,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.96,83.052,1162.2,5.4654,39.799,1,15.161,105.36,1.6049,11.568,0,3,2545,657,868,15,160,42,58,1,494,124,161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xib,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.26,68.557,669.48,4.8173,10.697,7.3762,3.5437,4.7906,0.062067,0,0,0,1010,284,265,12,170,51,42,2,510,135,130,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xii,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,7.2,126.14,1532.9,7.2115,24.17,8.6719,22.484,211.69,2.5969,14.234,2,4,3020,927,1005,34,352,108,112,4,826,237,245,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xj1,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.55,90.81,1494.4,4.1405,72.037,1.8762,14.488,257.73,0.5876,7.5012,0,4,3323,813,1125,0,635,157,231,0,387,88,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xj2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.18,97.932,1491.2,3.7166,57.816,0.75238,21.55,231.32,0.39326,5.0602,0,3,3228,792,1187,0,635,160,250,0,382,90,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xj7,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.66,89.638,1153.1,4.8355,20.65,5.6518,21.433,46.95,2.4757,0,2.2752,2,1851,472,568,18,383,100,114,4,725,179,221,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xjg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.82,101.48,1412.5,2.497,46.679,2,18.951,158.39,0.4816,9.6008,0.38754,4,2897,737,1153,19,153,40,64,1,526,124,189,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xjj,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.51,121.26,1533.6,3.2572,49.956,2.2493,13.86,159.45,0.8618,9.9152,1.0014,2,2897,748,1433,19,335,84,151,2,336,82,152,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xjx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,9.15,102.17,1591.5,3.3219,43.89,2.2405,25.665,236.97,2.3242,10.297,0.94208,5,3161,856,1554,24,284,88,170,3,536,131,210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xm1,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.07,86.923,1121.5,4.9698,13.165,6.9732,21.987,39.301,1.9657,0,0.74132,3,1459,380,460,15,365,96,115,4,880,220,281,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xm2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.62,86.725,1185.9,8.6811,13.367,6.5579,23.33,49.873,2.7839,0,0,3,1484,384,490,15,372,99,123,4,1050,267,350,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xmy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,9.96,116.27,1756.8,7.3123,34.594,1.889,19.442,206.29,4.106,2.3968,0,8,2956,737,1018,0,866,216,285,0,529,130,194,1,0,0,0,0,0,0,0,0,341,84,116,0,0,0,0,0,0,0,0,0,0,0,0,0
2xn3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.92,65.508,1075.3,1.9521,58.732,1.2777,14.664,89.516,3.4491,23.516,1.9699,2,2415,634,744,0,171,45,50,0,290,70,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xn5,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.69,93.272,1356.7,3.1218,32.582,2.2535,14.589,145.07,2.9113,6.0674,2,4,1914,515,733,0,309,79,120,1,709,191,282,0,0,0,0,0,0,0,0,0,163,40,63,0,167,45,69,0,0,0,0,0,0,0,0,0
2xnb,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,6.83,104.68,1702.9,4.0967,34.055,0.85027,19.943,203.07,3.3661,5.8487,0,4,3285,801,1128,0,1011,256,353,0,197,42,55,0,0,0,0,0,0,0,0,0,214,49,61,0,0,0,0,0,0,0,0,0,0,0,0,0
2xog,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,3.43,130.63,1785.9,5.6281,2.2737,3.7511,56.219,373.56,1.2795,0,1.0431,8,2096,633,934,51,848,251,386,22,1033,326,480,18,0,0,0,0,0,0,0,0,92,30,46,2,0,0,0,0,0,0,0,0,0,0,0,0
2xoi,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,3.34,101.48,1569.2,3.4648,1.9247,3.6002,53.66,350.72,0.87408,2.6486,1.1388,8,1903,588,772,52,776,240,328,22,830,273,350,15,0,0,0,0,0,0,0,0,87,30,35,2,0,0,0,0,0,0,0,0,0,0,0,0
2xp7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.77,75.926,891.18,3.6293,19.782,4.0807,7.8411,76.595,1.5388,0,0,1,1281,415,490,22,237,79,98,4,395,132,170,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xpc,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,3.9,128.75,1933.6,7.4384,24.881,3.5284,47.098,348.49,0.88426,28.52,0.97579,6,3214,1012,1895,14,243,82,133,2,876,273,521,6,108,33,56,0,0,0,0,0,132,40,88,1,0,0,0,0,0,0,0,0,0,0,0,0
2xpk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,11.3,124.02,1827.1,7.0678,36.887,7.31,38.613,244.93,1.9952,5.3222,0.07796,8,3415,817,1317,23,611,153,238,4,768,177,290,6,0,0,0,0,0,0,0,0,172,41,57,2,0,0,0,0,0,0,0,0,0,0,0,0
2xqq,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,4.82,236.36,2427.3,13.823,26.113,9.8508,88.154,696.59,3.3046,0,2.0682,27,3816,957,1740,7,1379,338,625,5,1702,420,778,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xtn,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,7.4,169.18,1862.8,13.568,0,19.421,32.945,278.19,0.91264,0,0,8,1169,365,616,0,561,172,273,0,1859,563,983,2,0,0,0,0,452,134,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xuz,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,7.4,156.93,1979.7,13.086,51.438,10.109,108.92,1049.4,11.203,0,15.951,9,3526,1004,1377,30,340,100,142,3,1730,496,686,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xv1,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,5.99,145.61,1796.6,10.908,51.197,9.6281,60.718,793.64,6.805,6.1055,14.107,12,3439,971,1344,30,327,95,133,3,1135,322,445,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xwe,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6.02,108.81,1266.9,5.8143,12.028,7.2519,17.641,116.11,7.9779,5.5174,0,7,2216,551,745,21,354,86,116,4,665,183,229,8,0,0,0,0,0,0,0,0,166,37,51,2,0,0,0,0,0,0,0,0,0,0,0,0
2xxr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.55,72.888,743.36,6.2949,10.516,8.7222,5.8227,14.083,0.23473,0,0,2,926,215,320,14,185,44,63,2,699,158,246,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xxt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.05,85.644,1068.1,6.0057,25.348,7.8864,18.887,44.393,0.24639,4,0,2,1838,456,740,26,185,47,74,2,711,168,282,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xxw,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,6.41,70.302,699.11,4.5937,10.859,7.3438,5.3872,14.515,0.094148,0,0,2,935,220,282,15,184,44,53,2,703,162,217,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xxx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.41,74.473,750.93,7.0135,11.148,9.2876,5.8063,13.958,0.24152,0,0,2,944,219,314,15,185,44,60,2,714,162,240,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xy9,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,9.19,206.4,3120,11.175,85.668,6.7464,113.8,668.07,5.9032,43.096,0.12828,16,6457,1707,2711,0,553,154,243,0,1597,430,660,2,0,0,0,0,188,53,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xyd,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.82,192.69,2952.6,10.644,66.864,8.4805,110.16,668.75,3.5684,44.029,0,16,6512,1810,2164,5,550,161,195,0,1586,445,531,0,0,0,0,0,189,54,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xye,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.34,153.41,2688.8,9.379,91.244,6.0118,96.922,662.47,2.2332,18.163,0,18,5773,1625,2156,13,828,235,316,1,957,275,376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xyf,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,8.44,150.54,2724.9,8.1029,71.346,5.4576,104.28,653.39,2.3503,11.031,0,18,5538,1576,2218,10,816,233,335,2,942,275,392,1,0,0,0,0,0,0,0,0,74,21,32,1,0,0,0,0,0,0,0,0,0,0,0,0
2xys,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,7.42,97.739,1586.4,3.3639,55.436,0.98971,37.368,161.49,1.6421,31.603,0,0,3486,890,1689,63,348,88,163,6,283,75,151,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xyt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.29,128.91,2122.4,13.011,61.082,0.6841,88.57,676.44,6.134,68.472,0,2,5106,1202,2367,65,259,62,122,3,832,179,355,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2y5f,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.7,152.55,1916.7,3.5087,35.01,0.11472,34.72,315.92,2.7887,12.761,0,8,3199,903,1479,72,499,145,237,10,477,138,230,10,0,0,0,0,0,0,0,0,188,50,77,5,180,43,68,5,0,0,0,0,0,0,0,0
2y5g,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.84,139.97,1719.5,3.5644,20.761,1.1269,31.69,255.85,1.8267,4.8664,0,6,2921,825,1230,89,506,146,220,14,416,118,180,13,0,0,0,0,0,0,0,0,185,50,72,6,173,41,66,6,0,0,0,0,0,0,0,0
2y5h,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,5.79,140.54,1652.5,4.042,17.111,0.35674,29.253,259.98,2.0844,4.9046,0,6,2872,802,1241,87,514,142,230,14,390,112,178,13,0,0,0,0,0,0,0,0,187,50,76,6,188,45,71,6,0,0,0,0,0,0,0,0
2y71,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,7.37,127.09,1718.7,5.9705,36.518,9.6565,12.865,141.35,0,2.9339,0,3,2686,879,1056,4,0,0,0,0,1036,336,380,0,0,0,0,0,0,0,0,0,166,56,61,1,0,0,0,0,0,0,0,0,0,0,0,0
2y76,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6.36,107.83,1918.2,8.0095,34.21,8.8422,85.427,352.75,4.6283,59.903,0,5,3668,1280,1321,9,0,0,0,0,940,325,324,0,0,0,0,0,0,0,0,0,209,85,84,1,0,0,0,0,0,0,0,0,0,0,0,0
2y77,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6.6,89.76,1635.5,6.5903,23.349,9.898,93.106,264.24,7.5869,31.018,0,5,3000,1030,1120,0,0,0,0,0,933,313,330,0,0,0,0,0,0,0,0,0,292,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0
2y7i,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.54,99.728,931.58,5.3762,11.889,10.251,4.8704,41.798,0,0,0,4,1143,296,462,7,699,178,297,5,380,93,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2y7k,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,4.93,56.432,801.27,2.5504,49.729,2.1723,2.4281,6.4444,1.9231,0,2,0,1353,322,317,17,0,0,0,0,563,133,134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2y7p,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.47,47.964,756.08,2.2912,40.038,2.1891,2.4312,6.4541,1.7841,0,2,0,1290,317,337,16,0,0,0,0,532,129,144,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2y7x,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.89,165.96,1856.3,5.8187,59.989,0.92458,30.342,287.7,1.6015,11.569,0,4,3230,864,1434,61,366,99,169,6,394,122,177,7,127,36,63,3,0,0,0,0,132,43,58,2,173,42,66,4,0,0,0,0,0,0,0,0
2y7z,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.7,150.82,1846.4,4.5696,66.161,0.15565,33.428,275.68,2.8005,12.319,0,5,3233,880,1415,61,339,89,151,6,366,116,162,7,0,0,0,0,0,0,0,0,124,37,53,2,164,40,64,4,0,0,0,0,0,0,0,0
2y80,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.05,142.85,1810.8,3.9464,68.956,0.39592,34.442,281.69,2.1694,12.22,0,5,3319,889,1352,62,350,96,142,6,374,114,158,7,0,0,0,0,0,0,0,0,123,38,51,2,166,41,63,4,0,0,0,0,0,0,0,0
2y81,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.7,169.28,1900.3,5.9217,71.039,0.31368,33.028,287.02,1.2999,13.862,0,5,3349,875,1528,60,358,95,166,6,390,118,187,7,111,31,58,3,0,0,0,0,132,39,60,2,175,42,66,4,0,0,0,0,0,0,0,0
2y82,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.4,156.87,1764.6,4.0987,68.588,0.11912,31.563,294.19,2.092,13.709,0,5,3165,856,1273,63,337,90,136,6,370,118,156,7,124,37,52,3,0,0,0,0,129,39,50,2,167,41,62,4,0,0,0,0,0,0,0,0
2y8c,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.4,95.273,1554.1,1.9442,58.576,1.935,78.246,567.72,6.1907,83.256,0.52869,10.5,3423,958,1206,0,425,112,138,0,599,160,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2y8l,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,5.82,108.96,1421.9,9.9825,0,11.952,30.604,248.81,1.0361,0,0,6,1557,444,395,15,774,212,197,10,1508,457,398,10,0,0,0,0,308,94,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2y9g,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,3.77,74.54,859.12,7.6384,0,5.5581,27.249,169.55,0.29999,0,0.25294,4,1035,312,591,0,0,0,0,0,928,274,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ya6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.7,98.397,1284.7,10.261,12.638,10.317,18.564,127.14,1.4281,0,1.9431,5,1942,463,678,1,195,48,63,0,1285,315,467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ya7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,3.14,101.89,1473.6,10.613,12.046,11.43,28.127,184.41,1.179,0,1.8483,6,2135,510,806,6,745,187,268,5,1098,278,436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ya8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.75,86.218,1248.8,7.3152,24.557,8.0247,33.212,125.04,0.26441,11.91,0,5,2266,533,979,0,357,84,150,0,601,147,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yay,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,6.1,148.57,1917.7,9.835,18.319,11.329,28.64,200.27,2.3132,1.1958,2.1442,8,1879,474,559,17,593,147,176,5,2232,545,742,15,0,0,0,0,490,119,173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yaz,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,5.14,104.41,1363.7,3.2913,18.011,5.6538,9.0415,118.1,0.65097,1.4051,0,4,1912,492,478,17,431,108,110,4,1517,383,381,11,0,0,0,0,175,47,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yb0,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,3.85,87.189,1177,2.95,17.095,4.3711,11.069,60.174,0.44414,1.6741,0,2,1852,475,482,16,425,106,111,4,981,242,245,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ybu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.38,162.31,1463.4,6.9417,5.5506,3.4821,24.394,189.59,1.4791,0,0,4,2322,558,895,18,1180,285,443,9,578,139,223,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ydt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.52,100.13,1257.4,6.9318,0,7.8513,3.1704,92.808,0,0,0,4,1606,346,699,10,168,40,73,1,1075,223,470,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ydw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.34,83.693,1468.6,2.9123,65.836,1.4477,35.51,295.19,2.1999,23.986,0,6,2878,617,996,58,776,173,273,13,220,44,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yek,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.21,112.24,1566.7,3.4742,53.538,0.96344,34.034,330.86,1.9387,23.79,0,6,2866,623,1282,58,762,166,333,13,217,48,108,4,0,0,0,0,0,0,0,0,0,0,0,0,75,14,35,2,0,0,0,0,0,0,0,0
2yel,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.28,106.15,1429.6,2.6195,76.288,1.692,48.395,432.33,2.77,39.226,0,6,3106,664,1385,58,819,179,349,13,227,51,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yfa,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.07,57.226,584.17,6.1667,4.8781,7.595,4.0273,8.7526,0.032823,0,0.36602,1,539,146,249,12,0,0,0,0,635,180,304,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yfe,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,6.63,70.102,1325.8,1.1701,55.754,1,19.371,185.71,4.5885,20.102,2,6,3581,801,831,85,0,0,0,0,641,145,155,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yfx,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,8.09,90.256,1493.9,3.4235,37.153,0.61216,23.176,272.35,0.63472,19.199,0,5,2899,765,1057,45,621,152,233,9,168,41,58,3,144,39,47,3,0,0,0,0,0,0,0,0,291,81,109,5,0,0,0,0,0,0,0,0
